Customer,Customer_Internal_ID,Frame,Item_Internal_ID,Sales_Price,Process,Step_Process,Coating,Foil_Material,Foil_Thickness,Colour,Attribute_Cost,Base_Cost
Microhard Systems Inc / Microhard Hong Kong Ltd,2010736,23 x 23 VectorGuard Foil,322457,160.66838046272485,Lasercut,None,None,PHD,3.0,Green,0.0,160.66838046272485
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,456058,289.0,Lasercut,None,Nano Slic,PHD,3.0,Blue,163.0,126.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,456058,299.0,Lasercut,None,Nano Slic,PHD,3.0,Blue,163.0,136.0
Altek Electronics,1118,23 x 23 VectorGuard Foil,456059,320.0,Lasercut,None,Nano Slic,PHD,3.0,Green,163.0,157.0
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,105112,235.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,195.0
Gentec,479,23 x 23 VectorGuard Foil,105112,216.71548992646606,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,176.71548992646606
Mectronx Corp (WI),43075,23 x 23 VectorGuard Foil,105112,258.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,218.0
Trilogy Net Inc,1554,23 x 23 VectorGuard Foil,105112,198.03654866695337,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,158.03654866695337
Aspen Electronics Manufacturing (PS),42087,23 x 23 VectorGuard Foil,105112,215.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,175.0
Gentec,479,23 x 23 VectorGuard Foil,105112,236.093394318254,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,196.093394318254
Whelen Engineering,1538,23 x 23 VectorGuard Foil,105112,210.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,170.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,105112,210.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,170.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,105112,165.0,Lasercut,None,Nano Wipe,PHD,3.0,Blue,40.0,125.0
MC Things,20567,23 x 23 VectorGuard Foil,105304,328.8097088539485,Lasercut,None,Advanced Nano,PHD,3.5,Blue,163.0,165.8097088539485
MC Things,20567,23 x 23 VectorGuard Foil,105304,310.09281641800527,Lasercut,None,Advanced Nano,PHD,3.5,Blue,163.0,147.09281641800527
Exponent Assembly (TX),1731591,23 x 23 VectorGuard Foil,445659,200.0,Lasercut,None,None,PHD,3.5,Blue,0.0,200.0
Amtech Electronics (MI)/ Amtech Electrocircuits,1128,23 x 23 VectorGuard Foil,456060,386.0,Lasercut,None,Nano Slic,PHD,3.5,Blue,163.0,223.0
Aspen Electronics Manufacturing (PS),42087,23 x 23 VectorGuard Foil,444345,215.0,Lasercut,None,Nano Wipe,PHD,3.5,Blue,40.0,175.0
CE3 Electronics (NB),11978,23 x 23 VectorGuard Foil,103646,224.1884378549649,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,61.18843785496489
Ecotech Marine,32491,23 x 23 VectorGuard Foil,103646,350.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,187.0
Amtech Microelectronics,50026,23 x 23 VectorGuard Foil,103646,300.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,137.0
A2Z Electronics LLC (IL),58367,23 x 23 VectorGuard Foil,103646,335.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,172.0
Gentec,479,23 x 23 VectorGuard Foil,103646,351.228552639445,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,188.228552639445
Kitchen Brains,1249,23 x 23 VectorGuard Foil,103646,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,197.0
"Schippers & Crew, Inc",10881,23 x 23 VectorGuard Foil,103646,367.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,204.0
"EULUM DESIGN, LLC",47955,23 x 23 VectorGuard Foil,103646,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-163.0
Morgan Newton CO. LP,15531,23 x 23 VectorGuard Foil,103646,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,177.0
CTE Technology,35175,23 x 23 VectorGuard Foil,103646,185.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,22.0
CTE Technology,35175,23 x 23 VectorGuard Foil,103646,45.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-118.0
Dynamic Manufacturing LLC,12325,23 x 23 VectorGuard Foil,103646,345.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,182.0
"Micro Technology Services, Inc",10905,23 x 23 VectorGuard Foil,103646,350.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,187.0
Precision Assembly Inc,24245,23 x 23 VectorGuard Foil,103646,347.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,184.0
"InSource Technologies, Inc",14143,23 x 23 VectorGuard Foil,103646,365.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,202.0
TANGENT Design Engineering Ltd,932820,23 x 23 VectorGuard Foil,103646,310.8746338255513,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,147.8746338255513
FORVIA (Hella Electronics),10020,23 x 23 VectorGuard Foil,103646,401.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,238.0
Precision Assembly Inc,24245,23 x 23 VectorGuard Foil,103646,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-163.0
Sunburst Electronics (PA) - (U),5185,23 x 23 VectorGuard Foil,103646,330.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,167.0
MC Things,20567,23 x 23 VectorGuard Foil,103646,328.8097088539485,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,165.8097088539485
Reliance CM,29998,23 x 23 VectorGuard Foil,103646,370.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,207.0
Hi-Tek Electronics  (OR),11193,23 x 23 VectorGuard Foil,103646,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,262.0
Innovative Solutions & Support Inc,29649,23 x 23 VectorGuard Foil,103646,450.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,287.0
Valley Services Electronics,474105,23 x 23 VectorGuard Foil,103646,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,177.0
Valley Services Electronics (NV),3739517,23 x 23 VectorGuard Foil,103646,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,177.0
Red Lion Controls,7265,23 x 23 VectorGuard Foil,103646,377.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,214.0
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,103646,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-163.0
Mesa Engineering Inc,12313,23 x 23 VectorGuard Foil,103646,395.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,232.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,103646,329.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,166.0
"GE MDS, LLC(U)",7971,23 x 23 VectorGuard Foil,103646,378.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,215.0
"Niche Electronics Technologies, Inc",12338,23 x 23 VectorGuard Foil,103646,340.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,177.0
CE3 Electronics (NB),11978,23 x 23 VectorGuard Foil,103646,211.4269202850036,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,48.426920285003604
"Alpha Assembly Solutions, Inc (NJ) (U)",24539,23 x 23 VectorGuard Foil,103646,375.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,212.0
Saline Lectronics,6862,23 x 23 VectorGuard Foil,103646,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-163.0
CTE Technology,35175,23 x 23 VectorGuard Foil,103646,345.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,182.0
Gentec,479,23 x 23 VectorGuard Foil,103646,331.94026484745564,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,168.94026484745564
RELIANCE ELECTRONICS INC,51048,23 x 23 VectorGuard Foil,103646,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,262.0
Suntronic Inc. (Houston),1492,23 x 23 VectorGuard Foil,103646,350.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,187.0
Gentec,479,23 x 23 VectorGuard Foil,103646,331.23550844650566,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,168.23550844650566
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,103646,353.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,190.0
Gentec,479,23 x 23 VectorGuard Foil,103646,81.04698610925138,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-81.95301389074862
"Schippers & Crew, Inc",10881,23 x 23 VectorGuard Foil,103646,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,-163.0
MC Things,20567,23 x 23 VectorGuard Foil,103646,310.09281641800527,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,147.09281641800527
TANGENT Design Engineering Ltd,932820,23 x 23 VectorGuard Foil,103646,293.178662795205,Lasercut,None,Advanced Nano,PHD,4.0,Blue,163.0,130.178662795205
Altek Electronics,1118,23 x 23 VectorGuard Foil,103262,425.0,Lasercut,None,Advanced Nano,PHD,4.0,Green,163.0,262.0
Kitchen Brains,1249,23 x 23 VectorGuard Foil,103262,360.0,Lasercut,None,Advanced Nano,PHD,4.0,Green,163.0,197.0
Altek Electronics,1118,23 x 23 VectorGuard Foil,103262,0.0,Lasercut,None,Advanced Nano,PHD,4.0,Green,163.0,-163.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,103262,299.0,Lasercut,None,Advanced Nano,PHD,4.0,Green,163.0,136.0
"Silicon hills Design, INC",15578,23 x 23 VectorGuard Foil,86463,0.0,Lasercut,None,None,PHD,4.0,Blue,0.0,0.0
Mectronx Corp (WI),43075,23 x 23 VectorGuard Foil,86463,225.0,Lasercut,None,None,PHD,4.0,Blue,0.0,225.0
Shore Printed Circuits,21870,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
"Mosaix Technologies, Inc",29935,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
CE3 Electronics (NB),11978,23 x 23 VectorGuard Foil,86463,112.09421892748244,Lasercut,None,None,PHD,4.0,Blue,0.0,112.09421892748244
SparkFun (PS),42063,23 x 23 VectorGuard Foil,86463,225.0,Lasercut,None,None,PHD,4.0,Blue,0.0,225.0
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
Reliance CM,29998,23 x 23 VectorGuard Foil,86463,220.0,Lasercut,None,None,PHD,4.0,Blue,0.0,220.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,86463,130.0,Lasercut,None,None,PHD,4.0,Blue,0.0,130.0
Matric Limited,6976,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
"Niche Electronics Technologies, Inc",12338,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
East End Assemblies,29715,23 x 23 VectorGuard Foil,86463,160.0,Lasercut,None,None,PHD,4.0,Blue,0.0,160.0
Altek Electronics,1118,23 x 23 VectorGuard Foil,86463,192.0,Lasercut,None,None,PHD,4.0,Blue,0.0,192.0
Matrix Corporation,21805,23 x 23 VectorGuard Foil,86463,265.0,Lasercut,None,None,PHD,4.0,Blue,0.0,265.0
Amtech Microelectronics,50026,23 x 23 VectorGuard Foil,86463,150.0,Lasercut,None,None,PHD,4.0,Blue,0.0,150.0
Microhard Systems Inc / Microhard Hong Kong Ltd,2010736,23 x 23 VectorGuard Foil,86463,160.66838046272485,Lasercut,None,None,PHD,4.0,Blue,0.0,160.66838046272485
Trilogy Net Inc,1554,23 x 23 VectorGuard Foil,86463,171.87780235547308,Lasercut,None,None,PHD,4.0,Blue,0.0,171.87780235547308
QSC Systems (PS),46560,23 x 23 VectorGuard Foil,86463,215.0,Lasercut,None,None,PHD,4.0,Blue,0.0,215.0
"Silicon hills Design, INC",15578,23 x 23 VectorGuard Foil,86463,165.0,Lasercut,None,None,PHD,4.0,Blue,0.0,165.0
CTE Technology,35175,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
CEM LTD,48816,23 x 23 VectorGuard Foil,86463,165.0,Lasercut,None,None,PHD,4.0,Blue,0.0,165.0
Microhard Systems Inc,659,23 x 23 VectorGuard Foil,86463,160.66838046272485,Lasercut,None,None,PHD,4.0,Blue,0.0,160.66838046272485
Mertek Industries,5706,23 x 23 VectorGuard Foil,86463,205.0,Lasercut,None,None,PHD,4.0,Blue,0.0,205.0
"Schippers & Crew, Inc",10881,23 x 23 VectorGuard Foil,86463,215.0,Lasercut,None,None,PHD,4.0,Blue,0.0,215.0
Ecotech Marine,32491,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
A2Z Electronics LLC (IL),58367,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
"InSource Technologies, Inc",14143,23 x 23 VectorGuard Foil,86463,215.0,Lasercut,None,None,PHD,4.0,Blue,0.0,215.0
"Edge Scientific, LLC (PS)",53991,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
"MPC Design Technologies, Inc",17102,23 x 23 VectorGuard Foil,86463,210.0,Lasercut,None,None,PHD,4.0,Blue,0.0,210.0
Precision Assembly Inc,24245,23 x 23 VectorGuard Foil,86463,196.0,Lasercut,None,None,PHD,4.0,Blue,0.0,196.0
"GE MDS, LLC(U)",7971,23 x 23 VectorGuard Foil,86463,253.0,Lasercut,None,None,PHD,4.0,Blue,0.0,253.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,251.81777963771134,Lasercut,None,None,PHD,4.0,Blue,0.0,251.81777963771134
Cadcopac Inc,230,23 x 23 VectorGuard Foil,86463,121.06175644168104,Lasercut,None,None,PHD,4.0,Blue,0.0,121.06175644168104
Exponent Assembly (TX),1731591,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
"GE MDS, LLC(U)",7971,23 x 23 VectorGuard Foil,86463,0.0,Lasercut,None,None,PHD,4.0,Blue,0.0,0.0
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,86463,0.0,Lasercut,None,None,PHD,4.0,Blue,0.0,0.0
"Alpha Assembly Solutions, Inc (NJ) (U)",24539,23 x 23 VectorGuard Foil,86463,225.0,Lasercut,None,None,PHD,4.0,Blue,0.0,225.0
Niche Electronics (MA),1331,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
"Touchstone Technology, Inc",19479,23 x 23 VectorGuard Foil,86463,206.0,Lasercut,None,None,PHD,4.0,Blue,0.0,206.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,250.6557661266215,Lasercut,None,None,PHD,4.0,Blue,0.0,250.6557661266215
Mesa Engineering Inc,12313,23 x 23 VectorGuard Foil,86463,215.0,Lasercut,None,None,PHD,4.0,Blue,0.0,215.0
Dynamic Manufacturing LLC,12325,23 x 23 VectorGuard Foil,86463,195.0,Lasercut,None,None,PHD,4.0,Blue,0.0,195.0
"MacroFab, Inc",42706,23 x 23 VectorGuard Foil,86463,175.0,Lasercut,None,None,PHD,4.0,Blue,0.0,175.0
Tech Etch Inc.,1504,23 x 23 VectorGuard Foil,86463,195.0,Lasercut,None,None,PHD,4.0,Blue,0.0,195.0
Circuit Pak USA,7239,23 x 23 VectorGuard Foil,86463,205.0,Lasercut,None,None,PHD,4.0,Blue,0.0,205.0
CE3 Electronics (NB),11978,23 x 23 VectorGuard Foil,86463,224.1884378549649,Lasercut,None,None,PHD,4.0,Blue,0.0,224.1884378549649
Etemco,26820,23 x 23 VectorGuard Foil,86463,195.0,Lasercut,None,None,PHD,4.0,Blue,0.0,195.0
Gentec,479,23 x 23 VectorGuard Foil,86463,190.56017217672016,Lasercut,None,None,PHD,4.0,Blue,0.0,190.56017217672016
Sunburst Electronics (PA) - (U),5185,23 x 23 VectorGuard Foil,86463,175.0,Lasercut,None,None,PHD,4.0,Blue,0.0,175.0
Valley Services Electronics (NV),3739517,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
Hi-Tek Electronics  (OR),11193,23 x 23 VectorGuard Foil,86463,225.0,Lasercut,None,None,PHD,4.0,Blue,0.0,225.0
Enercon Technologies(U),11708,23 x 23 VectorGuard Foil,86463,180.0,Lasercut,None,None,PHD,4.0,Blue,0.0,180.0
RELIANCE ELECTRONICS INC,51048,23 x 23 VectorGuard Foil,86463,275.0,Lasercut,None,None,PHD,4.0,Blue,0.0,275.0
Exel Tech (TX),15494,23 x 23 VectorGuard Foil,86463,250.0,Lasercut,None,None,PHD,4.0,Blue,0.0,250.0
Innovative Solutions & Support Inc,29649,23 x 23 VectorGuard Foil,86463,247.0,Lasercut,None,None,PHD,4.0,Blue,0.0,247.0
Microhard Systems Inc / Microhard Hong Kong Ltd,2010736,23 x 23 VectorGuard Foil,86463,151.5226262042526,Lasercut,None,None,PHD,4.0,Blue,0.0,151.5226262042526
Trilogy Net Inc,1554,23 x 23 VectorGuard Foil,86463,162.09397221850276,Lasercut,None,None,PHD,4.0,Blue,0.0,162.09397221850276
CE3 Electronics (NB),11978,23 x 23 VectorGuard Foil,86463,105.7134601425018,Lasercut,None,None,PHD,4.0,Blue,0.0,105.7134601425018
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,252.30102964910193,Lasercut,None,None,PHD,4.0,Blue,0.0,252.30102964910193
Microhard Systems Inc,659,23 x 23 VectorGuard Foil,86463,151.5226262042526,Lasercut,None,None,PHD,4.0,Blue,0.0,151.5226262042526
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,255.24691140507298,Lasercut,None,None,PHD,4.0,Blue,0.0,255.24691140507298
Calian Ltd. (CDN),857,23 x 23 VectorGuard Foil,86463,179.71288224225307,Lasercut,None,None,PHD,4.0,Blue,0.0,179.71288224225307
TANGENT Design Engineering Ltd,932820,23 x 23 VectorGuard Foil,86463,140.9512801900024,Lasercut,None,None,PHD,4.0,Blue,0.0,140.9512801900024
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,252.9793576850163,Lasercut,None,None,PHD,4.0,Blue,0.0,252.9793576850163
Gentec,479,23 x 23 VectorGuard Foil,86463,179.71288224225307,Lasercut,None,None,PHD,4.0,Blue,0.0,179.71288224225307
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,254.3976799419282,Lasercut,None,None,PHD,4.0,Blue,0.0,254.3976799419282
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,251.1240864595154,Lasercut,None,None,PHD,4.0,Blue,0.0,251.1240864595154
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,252.13188811287392,Lasercut,None,None,PHD,4.0,Blue,0.0,252.13188811287392
QC Graphics,16161,23 x 23 VectorGuard Foil,86463,195.0,Lasercut,None,None,PHD,4.0,Blue,0.0,195.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,244.34609177337867,Lasercut,None,None,PHD,4.0,Blue,0.0,244.34609177337867
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,86463,139.0,Lasercut,None,None,PHD,4.0,Blue,0.0,139.0
"NPI Technologies, Inc(Dallas)",12731,23 x 23 VectorGuard Foil,86463,145.0,Lasercut,None,None,PHD,4.0,Blue,0.0,145.0
Innovative Electronics Corp,20858,23 x 23 VectorGuard Foil,86463,0.0,Lasercut,None,None,PHD,4.0,Blue,0.0,0.0
Innovative Electronics Corp,20858,23 x 23 VectorGuard Foil,86463,185.0,Lasercut,None,None,PHD,4.0,Blue,0.0,185.0
Suntronic Inc. (Houston),1492,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
Elm Grove Technology,30054,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
Exponent Assembly (TX),1731591,23 x 23 VectorGuard Foil,86463,200.0,Lasercut,None,None,PHD,4.0,Blue,0.0,200.0
Virtex ​(TX) (Formerly Precision Technology),12742,23 x 23 VectorGuard Foil,86463,170.0,Lasercut,None,None,PHD,4.0,Blue,0.0,170.0
Elecsys Corporation,14000,23 x 23 VectorGuard Foil,86463,221.0,Lasercut,None,None,PHD,4.0,Blue,0.0,221.0
Elecsys Corporation,14000,23 x 23 VectorGuard Foil,86463,225.0,Lasercut,None,None,PHD,4.0,Blue,0.0,225.0
"MID CONTINENT CONTROLS, INC",25648,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
"EULUM DESIGN, LLC",47955,23 x 23 VectorGuard Foil,86463,215.0,Lasercut,None,None,PHD,4.0,Blue,0.0,215.0
Morgan Newton CO. LP,15531,23 x 23 VectorGuard Foil,86463,224.0,Lasercut,None,None,PHD,4.0,Blue,0.0,224.0
Reliance CM,29998,23 x 23 VectorGuard Foil,86463,191.0,Lasercut,None,None,PHD,4.0,Blue,0.0,191.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,241.02316534289935,Lasercut,None,None,PHD,4.0,Blue,0.0,241.02316534289935
MC Things,20567,23 x 23 VectorGuard Foil,86463,162.09397221850276,Lasercut,None,None,PHD,4.0,Blue,0.0,162.09397221850276
"Frequency Electronics, Inc",28489,23 x 23 VectorGuard Foil,86463,245.0,Lasercut,None,None,PHD,4.0,Blue,0.0,245.0
Applied Concepts Inc,11526,23 x 23 VectorGuard Foil,86463,221.0,Lasercut,None,None,PHD,4.0,Blue,0.0,221.0
Fusion EMS,12361,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
Suntronic Inc. (Houston),1492,23 x 23 VectorGuard Foil,86463,205.0,Lasercut,None,None,PHD,4.0,Blue,0.0,205.0
West Oak Industries,3864697,23 x 23 VectorGuard Foil,86463,204.0,Lasercut,None,None,PHD,4.0,Blue,0.0,204.0
Season Group,10877,23 x 23 VectorGuard Foil,86463,190.0,Lasercut,None,None,PHD,4.0,Blue,0.0,190.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,86463,242.57715320699413,Lasercut,None,None,PHD,4.0,Blue,0.0,242.57715320699413
"Alpha Assembly Solutions, Inc (NJ) (U)",24539,23 x 23 VectorGuard Foil,451880,1500.0,Lasercut,None,BluPrint,PHD,4.0,Blue,1500.0,0.0
Libra Industries ( Mentor) (U),2614,23 x 23 VectorGuard Foil,86079,225.0,Lasercut,None,None,PHD,4.0,Green,0.0,225.0
Circuit Pak USA,7239,23 x 23 VectorGuard Foil,86079,205.0,Lasercut,None,None,PHD,4.0,Green,0.0,205.0
Altek Electronics,1118,23 x 23 VectorGuard Foil,86079,192.0,Lasercut,None,None,PHD,4.0,Green,0.0,192.0
"Micro Technology Services, Inc",10905,23 x 23 VectorGuard Foil,86079,350.0,Lasercut,None,None,PHD,4.0,Green,0.0,350.0
Applied Concepts Inc,11526,23 x 23 VectorGuard Foil,86079,221.0,Lasercut,None,None,PHD,4.0,Green,0.0,221.0
Scanfil,3063403,23 x 23 VectorGuard Foil,86079,190.0,Lasercut,None,None,PHD,4.0,Green,0.0,190.0
Sunburst Electronics (PA) - (U),5185,23 x 23 VectorGuard Foil,86079,210.0,Lasercut,None,None,PHD,4.0,Green,0.0,210.0
Elm Grove Technology,30054,23 x 23 VectorGuard Foil,456061,360.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,197.0
NuWaves Engineering,33985,23 x 23 VectorGuard Foil,456061,358.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,195.0
NuWaves Engineering,33985,23 x 23 VectorGuard Foil,456061,348.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,185.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,456061,299.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,136.0
Ecotech Marine,32491,23 x 23 VectorGuard Foil,456061,350.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,187.0
"SVTronics, Inc. (U)",6408,23 x 23 VectorGuard Foil,456061,289.0,Lasercut,None,Nano Slic,PHD,4.0,Blue,163.0,126.0
Altek Electronics,1118,23 x 23 VectorGuard Foil,456062,320.0,Lasercut,None,Nano Slic,PHD,4.0,Green,163.0,157.0
Saline Lectronics,6862,23 x 23 VectorGuard Foil,104126,250.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,210.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,104126,210.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,170.0
TTM Tech,1520,23 x 23 VectorGuard Foil,104126,250.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,210.0
Colonial Electronics Mfrs.Inc,1187,23 x 23 VectorGuard Foil,104126,235.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,195.0
Gentec,479,23 x 23 VectorGuard Foil,104126,250.3437556047108,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,210.3437556047108
Whelen Engineering,1538,23 x 23 VectorGuard Foil,104126,210.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,170.0
Whelen Engineering,1538,23 x 23 VectorGuard Foil,104126,0.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,-40.0
Enercon Technologies(U),11708,23 x 23 VectorGuard Foil,104126,220.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,180.0
Mesa Engineering Inc,12313,23 x 23 VectorGuard Foil,104126,256.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,216.0
Dynamic Manufacturing LLC,12325,23 x 23 VectorGuard Foil,104126,290.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,250.0
Aspen Electronics Manufacturing (PS),42087,23 x 23 VectorGuard Foil,104126,215.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,175.0
Morgan Newton CO. LP,15531,23 x 23 VectorGuard Foil,104126,264.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,224.0
Gentec,479,23 x 23 VectorGuard Foil,104126,265.28965146170844,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,225.28965146170844
Gentec,479,23 x 23 VectorGuard Foil,104126,236.093394318254,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,196.093394318254
Gentec,479,23 x 23 VectorGuard Foil,104126,250.18852233725426,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,210.18852233725426
"Frequency Electronics, Inc",28489,23 x 23 VectorGuard Foil,104126,245.0,Lasercut,None,Nano Wipe,PHD,4.0,Blue,40.0,205.0
